iso3_a,iso3_b,psw_tree,psw_cognet
AUT,BLR,0.22969455000000005,0.13042375
AUT,BOL,0.15354210000000001,0.17241625
AUT,BRA,0.20776057000000003,0.23798355
AUT,CAN,0.40273756000000005,0.3070395
AUT,CHE,0.40015543,0.22003239
AUT,CHL,0.22128725000000005,0.22807378
AUT,CHN,0.0065698600000000384,0.0088986875
AUT,COL,0.20223957000000004,0.2197509
AUT,CYP,0.29981022999999996,0.18733306
AUT,CZE,0.26272600999999995,0.15196094
AUT,DEU,0.45713055,0.27157173
AUT,DNK,0.3951956,0.27193075
AUT,DOM,0.17982149000000003,0.20586999
AUT,ECU,0.17624134000000002,0.19787793
AUT,ESP,0.24335808000000003,0.23301172
AUT,FIN,0.26180607,0.21101874
AUT,FRA,0.29203862,0.27428475
AUT,GBR,0.48071557,0.34711772
AUT,GEO,0.07329881000000005,0.052734666
AUT,GRC,0.31163627000000005,0.17733285
AUT,HRV,0.35156208,0.21645801
AUT,HUN,0.15721463999999996,0.12734072
AUT,IDN,0.00026767999999999237,0.030380214
AUT,IND,0.19251490000000004,0.092195757
AUT,ISR,0.20748763999999997,0.14455771
AUT,ITA,0.28020674,0.2127661
AUT,JAM,0.022969600000000034,0.027131727
AUT,JPN,0.04816520000000002,0.14512627
AUT,KAZ,0.12891792999999996,0.087391399
AUT,KOR,0.10980487000000005,0.09595456
AUT,LBN,0.12946904000000004,0.10759243
AUT,LTU,0.24868727000000002,0.12550992
AUT,MAR,0.07586241000000005,0.07045652
AUT,MCO,0.22936952,0.22552666
AUT,MDA,0.19111222000000005,0.14789447
AUT,MEX,0.20034415000000005,0.2143444
AUT,NLD,0.44548327,0.26302764
AUT,NOR,0.38821012,0.1851023
AUT,NZL,0.49239814000000004,0.34522831
AUT,PAK,0.25761979999999995,0.11580224
AUT,PER,0.16411125999999998,0.1860684
AUT,PHL,0.17401235999999998,0.13835423
AUT,POL,0.28478897000000003,0.17758758
AUT,PRT,0.25826298999999997,0.26646632
AUT,ROU,0.27568901,0.22736183
AUT,RUS,0.1835314,0.1106684
AUT,SLV,0.18938266999999998,0.21423183
AUT,SRB,0.19924724000000005,0.028744875
AUT,SVK,0.24091321,0.13283549
AUT,SVN,0.33598775000000003,0.19395144
AUT,SWE,0.40009838,0.27615115
AUT,THA,0.09975469000000003,0.087082133
AUT,TUN,0.07934207000000004,0.080140956
AUT,TWN,0.0007504799999999978,0.005015512
AUT,UKR,0.20102679999999995,0.11070236
AUT,URY,0.26362604,0.2477521
AUT,USA,0.49360377,0.35846734
AUT,UZB,0.060345349999999964,0.033262782
AUT,VEN,0.18579352000000005,0.21052922
AUT,ZAF,0.13951612000000002,0.093269654
BEL,BEL,1.0,1.0
BEL,BIH,0.33652431000000005,0.029223733
BEL,BLR,0.18959813999999997,0.1846125
BEL,BOL,0.24732798,0.29652768
BEL,BRA,0.30535464999999995,0.40564799
BEL,CAN,0.36279655,0.42048559
BEL,CHE,0.37489498,0.33296236
BEL,CHL,0.31003707999999996,0.37364385
BEL,CHN,0.004998210000000003,0.012382549
BEL,COL,0.30709814999999996,0.36997303
BEL,CYP,0.24488902,0.24776746
BEL,CZE,0.21279806,0.21686015
BEL,DEU,0.35209327999999995,0.40259627
BEL,DNK,0.30847651,0.39922196
BEL,DOM,0.29037504999999997,0.3541756
BEL,ECU,0.28160512000000004,0.33943892
BEL,ESP,0.31685090000000005,0.37361482
BEL,FIN,0.20537209999999995,0.29696974
BEL,FRA,0.39218503000000005,0.46041548
BEL,GBR,0.39804178,0.46186522
BEL,GEO,0.06458074000000003,0.079661168
BEL,GRC,0.26070243000000004,0.24245572
BEL,HRV,0.35380661,0.30914149
BEL,HUN,0.12027836000000003,0.1792665
BEL,IDN,0.00018488999999999312,0.046324473
BEL,IND,0.17281097,0.11939379
BEL,ISR,0.16096115,0.18486412
BEL,ITA,0.32506794000000006,0.31933656
BEL,JAM,0.01894121999999998,0.034044139
BEL,JPN,0.03531258999999998,0.18406408
BEL,KAZ,0.10672020999999998,0.12312818
BEL,KOR,0.07878196000000004,0.11707886
BEL,LBN,0.14496034000000002,0.16489702
BEL,LTU,0.20620632000000005,0.17792125
BEL,MAR,0.10386669999999998,0.12220795
BEL,MCO,0.39974153,0.41223088
BEL,MDA,0.21491581000000004,0.24871626
BEL,MEX,0.29736847,0.35805923
BEL,NLD,0.40254998,0.43850425
BEL,NOR,0.30170571999999996,0.229757
BEL,NZL,0.36230474999999995,0.4243471
BEL,PAK,0.24144924,0.14543658
BEL,PER,0.26536864000000004,0.31997374
BEL,PHL,0.1252628,0.17505528
BEL,POL,0.22880137,0.25606239
BEL,PRT,0.34079908999999997,0.43619683
BEL,ROU,0.29601312,0.35708579
BEL,RUS,0.15713549000000004,0.16167109
BEL,SLV,0.30534136,0.3682403
BEL,SRB,0.27976208999999996,0.03552407
BEL,SVK,0.19737053000000004,0.19357224
BEL,SVN,0.35571069,0.27369943
BEL,SWE,0.31599212,0.39146847
BEL,THA,0.07326955000000002,0.11007728
BEL,TUN,0.12348592000000003,0.14220844
BEL,TWN,0.0008180100000000357,0.0077601392
BEL,UKR,0.17163527,0.15990005
BEL,URY,0.32562846,0.38785428
BEL,USA,0.38233441,0.45229727
BEL,UZB,0.05190545000000002,0.049271986
BEL,VEN,0.30001205,0.36195251
BEL,ZAF,0.11967075000000005,0.12814191
BIH,BIH,1.0,1.0
BIH,BLR,0.49162470999999996,0.070071898
BIH,BOL,0.4977482,0.023357423
BIH,BRA,0.5879616999999999,0.032681022
BIH,CAN,0.28528893,0.031669024
BIH,CHE,0.32452577000000005,0.026350126
BIH,CHL,0.5655801899999999,0.029103292
BIH,CHN,0.002073820000000004,0.0016152092
BIH,COL,0.59564108,0.028971542
BIH,CYP,0.19868726000000003,0.024372142
BIH,CZE,0.41935414000000004,0.065395683
BIH,DEU,0.22015523999999997,0.032511409
BIH,DNK,0.18109297999999996,0.029730255
BIH,DOM,0.5805621400000001,0.027820477
BIH,ECU,0.56506574,0.026699821
BIH,ESP,0.5401581799999999,0.029441962
BIH,FIN,0.12341732000000005,0.025234789
BIH,FRA,0.44864755999999995,0.032547608
BIH,GBR,0.26374924,0.0334091
BIH,GEO,0.20025647000000002,0.034192916
BIH,GRC,0.21389228000000005,0.022456994
BIH,HRV,0.49881339,0.087045416
BIH,HUN,0.07904076999999998,0.024245476
BIH,IDN,0.0005679699999999732,0.0054501565
BIH,IND,0.18957716000000002,0.011449533
BIH,ISR,0.48671942999999995,0.017644379
BIH,ITA,0.25975072,0.027383085
BIH,JAM,0.018141509999999972,0.0025491531
BIH,JPN,0.01701282999999998,0.016444026
BIH,KAZ,0.28420508,0.047964178
BIH,KOR,0.033800720000000006,0.009447637
BIH,LBN,0.55833197,0.012344015
BIH,LTU,0.39820694999999995,0.044111244
BIH,MAR,0.54737362,0.0090345787
BIH,MCO,0.524176,0.029716918
BIH,MDA,0.31923831,0.052550659
BIH,MEX,0.5671022800000001,0.027982365
BIH,NLD,0.20093799,0.027904123
BIH,NOR,0.18434161000000004,0.018544219
BIH,NZL,0.17475556999999997,0.030456595
BIH,PAK,0.30102944,0.012433414
BIH,PER,0.53649461,0.0252022
BIH,PHL,0.05470591999999996,0.013509637
BIH,POL,0.40180099,0.053849425
BIH,PRT,0.52812192,0.033699632
BIH,ROU,0.21967000000000003,0.034605149
BIH,RUS,0.46926433,0.07436914
BIH,SLV,0.61626843,0.028988568
BIH,SRB,0.69012758,0.21231112
BIH,SVK,0.41153938,0.060690254
BIH,SVN,0.5793401,0.090593874
BIH,SWE,0.19298071000000006,0.029639905
BIH,THA,0.033735689999999985,0.0091269612
BIH,TUN,0.6186691799999999,0.010679024
BIH,TWN,7.349000000000938e-05,0.0012647391
BIH,UKR,0.5177070500000001,0.0713524
BIH,URY,0.52441603,0.030696271
BIH,USA,0.24576401999999997,0.032865126
BIH,UZB,0.15735226999999996,0.024619563
BIH,VEN,0.60899109,0.028547546
BIH,ZAF,0.05013698,0.010306982
BLR,BLR,1.0,1.0
BLR,BOL,0.10729343000000002,0.13183326
BLR,BRA,0.13987236999999997,0.18720755
BLR,CAN,0.21393311000000004,0.20364216
BLR,CHE,0.19588739,0.14782472
BLR,CHL,0.14313637999999995,0.16881076
BLR,CHN,0.0032041699999999507,0.011058476
BLR,COL,0.13659131999999996,0.16553169
BLR,CYP,0.22670042999999995,0.15661934
BLR,CZE,0.47475523,0.40841019
BLR,DEU,0.24111461999999995,0.22634594
BLR,DNK,0.21413766999999995,0.2131847
BLR,DOM,0.12516492999999995,0.15722631
BLR,ECU,0.12251460999999997,0.15106952
BLR,ESP,0.15544373,0.17325284
BLR,FIN,0.14374887999999997,0.16866398
BLR,FRA,0.15995073000000004,0.18868399
BLR,GBR,0.24394906000000005,0.22604308
BLR,GEO,0.30705982,0.2906605
BLR,GRC,0.23982543,0.14453182
BLR,HRV,0.36052525,0.33027062
BLR,HUN,0.09404509999999999,0.13261677
BLR,IDN,0.0005670199999999737,0.033024985
BLR,IND,0.16032778999999997,0.077605508
BLR,ISR,0.13488656,0.12906139
BLR,ITA,0.19051993,0.15360548
BLR,JAM,0.014221550000000027,0.016753502
BLR,JPN,0.023107710000000004,0.11067171
BLR,KAZ,0.44231396999999995,0.40982515
BLR,KOR,0.05242091000000004,0.06640783
BLR,LBN,0.06403238,0.073576719
BLR,LTU,0.51855221,0.35811046
BLR,MAR,0.035954240000000026,0.050966516
BLR,MCO,0.14448797999999996,0.15925774
BLR,MDA,0.42751551,0.38261396
BLR,MEX,0.13360565999999996,0.16061372
BLR,NLD,0.21928155000000005,0.19848493
BLR,NOR,0.22710997,0.122359
BLR,NZL,0.24039465000000004,0.21541445
BLR,PAK,0.19225281000000005,0.086219512
BLR,PER,0.11493880000000001,0.14226344
BLR,PHL,0.08265739999999999,0.090266198
BLR,POL,0.45604676,0.37469074
BLR,PRT,0.15981650000000003,0.19816306
BLR,ROU,0.20397012999999997,0.19842513
BLR,RUS,0.72585323,0.64725357
BLR,SLV,0.13233525000000002,0.16373304
BLR,SRB,0.46532207999999997,0.099066213
BLR,SVK,0.45521826,0.36379862
BLR,SVN,0.40252352,0.35380745
BLR,SWE,0.22086877000000005,0.2108205
BLR,THA,0.04763656999999999,0.062266495
BLR,TUN,0.03838366000000004,0.05828663
BLR,TWN,0.00011295000000000055,0.0086138286
BLR,UKR,0.75646135,0.60643959
BLR,URY,0.16505349000000002,0.18141359
BLR,USA,0.24576122,0.22671823
BLR,UZB,0.24253040999999997,0.21381927
BLR,VEN,0.13038921000000003,0.16126113
BLR,ZAF,0.07007443999999996,0.072958581
BOL,BOL,1.0,1.0
BOL,BRA,0.6060311199999999,0.60159844
BOL,CAN,0.20012527999999996,0.30333984
BOL,CHE,0.24805635000000004,0.27030089
BOL,CHL,0.72030821,0.73706782
BOL,CHN,0.0011603799999999609,0.0093367631
BOL,COL,0.76543535,0.77203757
BOL,CYP,0.11562013999999998,0.17215118
BOL,CZE,0.10681123000000003,0.14123452
BOL,DEU,0.13928008000000003,0.2224175
BOL,DNK,0.11956834999999999,0.21479699
BOL,DOM,0.7459907800000001,0.75059193
BOL,ECU,0.73520571,0.73045504
BOL,ESP,0.61945006,0.63038272
BOL,FIN,0.07857966000000005,0.17316777
BOL,FRA,0.35320251999999996,0.41016558
BOL,GBR,0.19315594000000003,0.32439375
BOL,GEO,0.043429199999999946,0.067445047
BOL,GRC,0.12764889000000001,0.1659272
BOL,HRV,0.32233185,0.2015948
BOL,HUN,0.04885733000000003,0.11693374
BOL,IDN,5.1559999999950534e-05,0.035901383
BOL,IND,0.11623907,0.080248795
BOL,ISR,0.060207719999999965,0.12236554
BOL,ITA,0.35857064000000005,0.31029981
BOL,JAM,0.009731889999999965,0.017783621
BOL,JPN,0.01219112,0.1018589
BOL,KAZ,0.06142544999999999,0.092619166
BOL,KOR,0.020379959999999975,0.07073462
BOL,LBN,0.09440428000000001,0.13105269
BOL,LTU,0.10941522999999997,0.12101304
BOL,MAR,0.08746712999999995,0.10968126
BOL,MCO,0.44219428000000005,0.38315779
BOL,MDA,0.23027812999999997,0.25500217
BOL,MEX,0.72693494,0.73596978
BOL,NLD,0.13061767999999996,0.22168609
BOL,NOR,0.10951054000000005,0.14187996
BOL,NZL,0.10910719999999996,0.25667861
BOL,PAK,0.18698418000000006,0.090710312
BOL,PER,0.70218894,0.69421148
BOL,PHL,0.03416960999999996,0.12697685
BOL,POL,0.11086183999999999,0.16744217
BOL,PRT,0.51313618,0.54110217
BOL,ROU,0.28150016,0.33708894
BOL,RUS,0.09950948000000004,0.12424494
BOL,SLV,0.79662649,0.79653686
BOL,SRB,0.37270813999999997,0.030128317
BOL,SVK,0.10442059999999997,0.12485728
BOL,SVN,0.34783936000000004,0.16625237
BOL,SWE,0.12864947000000004,0.22120477
BOL,THA,0.020934640000000004,0.069580078
BOL,TUN,0.10381478,0.12642486
BOL,TWN,4.46400000000402e-05,0.0068927533
BOL,UKR,0.10833389000000004,0.12120233
BOL,URY,0.6493256700000001,0.679066
BOL,USA,0.20947194000000002,0.35408983
BOL,UZB,0.03408867000000004,0.038897987
BOL,VEN,0.78251217,0.78217167
BOL,ZAF,0.031123400000000023,0.073444597
BRA,BRA,1.0,1.0
BRA,CAN,0.26092934999999995,0.41982371
BRA,CHE,0.31249547,0.36756662
BRA,CHL,0.68508506,0.70420337
BRA,CHN,0.002094570000000018,0.013456864
BRA,COL,0.72351459,0.72844374
BRA,CYP,0.15628165000000005,0.24616033
BRA,CZE,0.14202082000000005,0.20095727
BRA,DEU,0.18971008,0.3167223
BRA,DNK,0.16526121000000005,0.31363162
BRA,DOM,0.70416784,0.7071988
BRA,ECU,0.6876642399999999,0.68459034
BRA,ESP,0.62459007,0.64583308
BRA,FIN,0.1102069,0.2483855
BRA,FRA,0.41910601000000003,0.53861094
BRA,GBR,0.25448393999999996,0.44476289
BRA,GEO,0.05485523000000003,0.09370178
BRA,GRC,0.17159378999999997,0.23971356
BRA,HRV,0.39582883999999996,0.28566164
BRA,HUN,0.06777482999999995,0.16640553
BRA,IDN,0.0001232599999999584,0.050608501
BRA,IND,0.14855026999999998,0.117736
BRA,ISR,0.08585184999999995,0.17141064
BRA,ITA,0.42836332,0.41631824
BRA,JAM,0.013109860000000029,0.026471606
BRA,JPN,0.018839779999999973,0.15559492
BRA,KAZ,0.07985127000000003,0.12978172
BRA,KOR,0.03327148999999996,0.1042216
BRA,LBN,0.11941385000000004,0.17914963
BRA,LTU,0.14412689,0.17210585
BRA,MAR,0.10362375000000001,0.14104283
BRA,MCO,0.52197078,0.51173383
BRA,MDA,0.27736861,0.35325804
BRA,MEX,0.68834653,0.69678515
BRA,NLD,0.18154316999999998,0.32001269
BRA,NOR,0.15730864,0.20425826
BRA,NZL,0.16776943,0.37132788
BRA,PAK,0.23528141000000002,0.13471571
BRA,PER,0.65326402,0.6490441
BRA,PHL,0.05427945000000001,0.17543539
BRA,POL,0.14773548000000003,0.23890541
BRA,PRT,0.70855409,0.7752865
BRA,ROU,0.34129125000000005,0.46281105
BRA,RUS,0.12700968999999995,0.17385682
BRA,SLV,0.75021064,0.7457875
BRA,SRB,0.44280416,0.041384093
BRA,SVK,0.13729513000000004,0.17793722
BRA,SVN,0.4256835,0.24087076
BRA,SWE,0.17576950999999996,0.32020599
BRA,THA,0.03285408000000001,0.10401417
BRA,TUN,0.12558453999999997,0.16834939
BRA,TWN,0.00029676999999994624,0.0095428824
BRA,UKR,0.13852394,0.17185305
BRA,URY,0.6325663,0.67192471
BRA,USA,0.25815058,0.45558
BRA,UZB,0.04311556000000005,0.054265331
BRA,VEN,0.7388882299999999,0.73441863
BRA,ZAF,0.04766965000000001,0.10525802
CAN,CAN,1.0,1.0
CAN,CHE,0.38264167000000004,0.37708655
CAN,CHL,0.2752896,0.39807799
CAN,CHN,0.031154330000000008,0.028936112
CAN,COL,0.25877726,0.38530689
CAN,CYP,0.31031042,0.31455654
CAN,CZE,0.24290436999999998,0.24125907
CAN,DEU,0.37908584,0.42101035
CAN,DNK,0.36571062,0.44801986
CAN,DOM,0.23565435,0.36269951
CAN,ECU,0.22910160000000002,0.34789476
CAN,ESP,0.29466611,0.4055512
CAN,FIN,0.25578325999999996,0.35026559
CAN,FRA,0.36140931,0.49070174
CAN,GBR,0.51292795,0.58930713
CAN,GEO,0.06754375000000001,0.082597211
CAN,GRC,0.31752121,0.29968548
CAN,HRV,0.36561161,0.34881586
CAN,HUN,0.14910232999999995,0.20822792
CAN,IDN,0.006027699999999969,0.051116254
CAN,IND,0.21154832999999995,0.16416217
CAN,ISR,0.21685814999999997,0.24291396
CAN,ITA,0.31226146,0.34651691
CAN,JAM,0.029154420000000014,0.044607699
CAN,JPN,0.052293900000000004,0.24738242
CAN,KAZ,0.12079852999999996,0.13559949
CAN,KOR,0.11821090999999995,0.16305019
CAN,LBN,0.15255569999999996,0.19003062
CAN,LTU,0.23455733,0.20117649
CAN,MAR,0.09553272000000002,0.12691565
CAN,MCO,0.31663001,0.40897283
CAN,MDA,0.1978727,0.25054157
CAN,MEX,0.25434935000000003,0.37537545
CAN,NLD,0.40269971000000004,0.43399045
CAN,NOR,0.38739323999999997,0.31092376
CAN,NZL,0.51783511,0.57990015
CAN,PAK,0.28815407000000004,0.19983509
CAN,PER,0.21473092000000005,0.32740068
CAN,PHL,0.19109403999999997,0.23743276
CAN,POL,0.26462471,0.28747532
CAN,PRT,0.31807202,0.46934178
CAN,ROU,0.30151534,0.39271507
CAN,RUS,0.16978216000000002,0.17007683
CAN,SLV,0.24725664000000003,0.37682158
CAN,SRB,0.24557245000000005,0.036479272
CAN,SVK,0.21901441,0.21067603
CAN,SVN,0.36078054000000004,0.31138843
CAN,SWE,0.38457531,0.45682529
CAN,THA,0.10616826999999995,0.14672126
CAN,TUN,0.10545576000000001,0.14619724
CAN,TWN,0.024565159999999975,0.019320451
CAN,UKR,0.18690163000000004,0.1692533
CAN,URY,0.31389433,0.42853248
CAN,USA,0.52563611,0.60401666
CAN,UZB,0.05408913000000004,0.050430149
CAN,VEN,0.24284165999999996,0.37037489
CAN,ZAF,0.13869715000000005,0.15400499
CHE,CHE,1.0,1.0
CHE,CHL,0.31459570000000003,0.33960298
CHE,CHN,0.005678300000000025,0.011369603
CHE,COL,0.30971932,0.33694717
CHE,CYP,0.25762868000000005,0.21869856
CHE,CZE,0.22214836000000004,0.17131267
CHE,DEU,0.37272096,0.29464379
CHE,DNK,0.32315134999999995,0.30109593
CHE,DOM,0.29153174000000004,0.32284299
CHE,ECU,0.28293060999999997,0.30907106
CHE,ESP,0.32340419,0.33807468
CHE,FIN,0.21682738999999995,0.23818712
CHE,FRA,0.39770322999999996,0.41555145
CHE,GBR,0.42437083,0.408977
CHE,GEO,0.06537669999999995,0.063653335
CHE,GRC,0.27228801999999996,0.21041739
CHE,HRV,0.36170238,0.24797192
CHE,HUN,0.12868285000000002,0.14546122
CHE,IDN,0.0004407800000000295,0.037321355
CHE,IND,0.178137,0.10351839
CHE,ISR,0.17056590000000005,0.1640439
CHE,ITA,0.34027392,0.2899507
CHE,JAM,0.019498589999999982,0.030344754
CHE,JPN,0.038528980000000046,0.15864457
CHE,KAZ,0.10984879999999997,0.099388286
CHE,KOR,0.08597147000000005,0.10415107
CHE,LBN,0.14554584000000004,0.14929552
CHE,LTU,0.21296251,0.14339747
CHE,MAR,0.10031182000000005,0.1069674
CHE,MCO,0.39919466000000003,0.37542969
CHE,MDA,0.21737003,0.21473885
CHE,MEX,0.30038606999999995,0.32597893
CHE,NLD,0.36581706999999997,0.30058894
CHE,NOR,0.31659919000000003,0.20460038
CHE,NZL,0.39206409,0.37751982
CHE,PAK,0.24911642,0.12752078
CHE,PER,0.26643293999999995,0.29168051
CHE,PHL,0.13708072999999998,0.15564604
CHE,POL,0.23892391000000002,0.20379925
CHE,PRT,0.34927571,0.39418319
CHE,ROU,0.30556715,0.31693891
CHE,RUS,0.16056417999999995,0.12797788
CHE,SLV,0.30661762000000004,0.3355301
CHE,SRB,0.27320266000000004,0.033052847
CHE,SVK,0.20522927999999996,0.15054455
CHE,SVN,0.35925615,0.21712716
CHE,SWE,0.33122933,0.30681199
CHE,THA,0.07992917,0.09702906
CHE,TUN,0.11935461000000003,0.12907964
CHE,TWN,0.0010927899999999546,0.007005475
CHE,UKR,0.17574245,0.12730116
CHE,URY,0.33392245,0.35113832
CHE,USA,0.41257548,0.40541878
CHE,UZB,0.05238664000000004,0.038585152
CHE,VEN,0.30124700000000004,0.32992333
CHE,ZAF,0.11011850999999995,0.10236578
CHL,CHL,1.0,1.0
CHL,CHN,0.002674280000000029,0.012039288
CHL,COL,0.86017399,0.88857991
CHL,CYP,0.16728531999999996,0.228494
CHL,CZE,0.14730483000000005,0.18465447
CHL,DEU,0.20253295000000004,0.29791296
CHL,DNK,0.18026567000000004,0.29441825
CHL,DOM,0.83603361,0.86228657
CHL,ECU,0.81761548,0.83837992
CHL,ESP,0.70690399,0.73696083
CHL,FIN,0.12058342,0.23532426
CHL,FRA,0.41985565,0.502895
CHL,GBR,0.27939468999999995,0.43090299
CHL,GEO,0.054942069999999954,0.083160169
CHL,GRC,0.18067169000000005,0.21949683
CHL,HRV,0.39375406999999996,0.26488775
CHL,HUN,0.07358896999999998,0.15453036
CHL,IDN,0.00017350999999998784,0.045154028
CHL,IND,0.15145987000000005,0.10770659
CHL,ISR,0.09462959000000004,0.16545303
CHL,ITA,0.42463671999999997,0.37962887
CHL,JAM,0.015677209999999997,0.025119742
CHL,JPN,0.019596700000000022,0.1425216
CHL,KAZ,0.08160453999999995,0.11747231
CHL,KOR,0.03878945,0.098278284
CHL,LBN,0.11886333999999998,0.16529913
CHL,LTU,0.14870404999999998,0.15743472
CHL,MAR,0.10348493000000003,0.13374057
CHL,MCO,0.5055709500000001,0.46065688
CHL,MDA,0.27156179999999996,0.3059642
CHL,MEX,0.81819741,0.84818912
CHL,NLD,0.19662279000000005,0.29897648
CHL,NOR,0.17284489000000003,0.19661064
CHL,NZL,0.19251238999999998,0.35838407
