countrycode_1,countrycode_2,lingdist_tree_weighted,lingprox_CogNet_weighted,lingprox_GLED_weighted,common_official
MNP,SOM,.99976337,.0071158302,.00021376615,0
MNP,SPM,.92583358,.29566133,.16316606,0
MNP,SRB,.89150631,.023943776,.036200654,0
MNP,SSD,1,.003104504,0,1
MNP,STP,.92198652,.22868903,.13340217,0
MNP,SUR,.81447542,.1629964,.17807901,0
MNP,SVK,.82540959,.16818729,.18004824,0
MNP,SVN,.76151377,.25565735,.27787995,0
MNP,SWE,.65721661,.38959816,.47310895,0
MNP,SWZ,.96108508,.040844873,.03990265,1
MNP,SXM,.87108707,.15643401,.15013294,1
MNP,SYC,.85868311,.21077336,.16808848,1
MNP,SYR,.99545527,.0093856342,.0052915509,0
MNP,TCA,.97335732,.041151565,.029298788,1
MNP,TCD,.97871232,.047114886,.025309494,0
MNP,TGO,.97443974,.099802889,.054761026,0
MNP,THA,.89832598,.1263019,.10374765,0
MNP,TJK,.91446841,.028749412,.1019644,0
MNP,TKL,.75048351,.20043749,.19575201,1
MNP,TKM,.97528815,.032017253,.02168709,0
MNP,TLS,.94598353,.017400572,.018436613,0
MNP,TON,.79127514,.15038624,.14098747,1
MNP,TTO,.467444,.55245405,.53665608,1
MNP,TUN,.95969844,.094727904,.059585609,0
MNP,TUR,.98858714,.038833246,.013637458,0
MNP,TUV,.88219619,.045414597,.24770032,1
MNP,TWN,.9657445,.029160716,.039688915,0
MNP,TZA,.96091783,.039924756,.039078709,1
MNP,UGA,.76405907,.24192604,.23597501,1
MNP,UKR,.86304951,.12554328,.14512827,0
MNP,URY,.82570726,.30428913,.25136054,0
MNP,USA,.5206973,.51522774,.49458992,1
MNP,UZB,.96252191,.036312371,.042280238,0
MNP,VAT,.89212161,.20509399,.1928326,0
MNP,VCT,.983666,.015380396,.016850807,1
MNP,VEN,.92202818,.23711909,.17436196,0
MNP,VGB,.91594476,.10616562,.096416309,1
MNP,VIR,.74654531,.28762746,.26806757,1
MNP,VNM,.99802178,.025255606,.0020712428,0
MNP,VUT,.81344187,.19869602,.17107008,1
MNP,WLF,.92263728,.13250765,.073126748,0
MNP,WSM,.70795178,.25341034,.36546147,1
MNP,YEM,.96944487,.037917789,.030757677,0
MNP,ZAF,.87206823,.13306911,.13793248,1
MNP,ZMB,.86212415,.14036208,.13847294,1
MNP,ZWE,.85727191,.14638178,.14311396,1
MOZ,ABW,.88664162,.147617,.13466723,0
MOZ,AFG,.96221828,.0060352581,.046448912,0
MOZ,AGO,.59070706,.16309789,.16578805,1
MOZ,AIA,.99817777,.0056108739,.0033837727,0
MOZ,ALA,.96140444,.067849852,.08183191,0
MOZ,ALB,.94698304,.0049513965,.084572978,0
MOZ,AND,.7775684,.24385688,.26858053,0
MOZ,ARE,.97404522,.054113697,.042270076,0
MOZ,ARG,.76103944,.2446329,.26443711,0
MOZ,ARM,.9488799,.036487114,.097772762,0
MOZ,ASM,.97650909,.074012093,.043874856,0
MOZ,ATG,.99235231,.023656791,.014266798,0
MOZ,AUS,.94878972,.12626269,.083691388,0
MOZ,AUT,.93553442,.081375726,.070593171,0
MOZ,AZE,.98479438,.020804334,.028410496,0
MOZ,BDI,.55280101,.01911377,.021990279,0
MOZ,BEL,.89475864,.14238982,.14481044,0
MOZ,BEN,.81238884,.056759894,.064676009,0
MOZ,BES,.96741217,.063717492,.043827731,0
MOZ,BFA,.84600556,.047385629,.064489961,0
MOZ,BGD,.95824093,.036500614,.067956097,0
MOZ,BGR,.94754219,.071378686,.081211761,0
MOZ,BHR,.98859119,.0089931283,.013295494,0
MOZ,BHS,.99563855,.014878565,.0081224646,0
MOZ,BIH,.78610724,.01154571,.062226098,0
MOZ,BLM,.82920051,.20398556,.23101978,0
MOZ,BLR,.95389915,.065290451,.088141635,0
MOZ,BLZ,.87921381,.15197968,.14402245,0
MOZ,BMU,.94306403,.15037578,.095626369,0
MOZ,BOL,.77947718,.21568424,.24116376,0
MOZ,BRA,.68112195,.32243142,.32155004,1
MOZ,BRB,.99348027,.020155285,.012155131,0
MOZ,BRN,.98645544,.041761044,.025197338,0
MOZ,BTN,.99585426,.0013752324,.0019506748,0
MOZ,BWA,.64443666,.052382868,.026471861,0
MOZ,CAF,.88306069,.034576397,.04060087,0
MOZ,CAN,.91347343,.14432709,.12381421,0
MOZ,CCK,.98841751,.035833079,.021610003,0
MOZ,CHE,.89350396,.12910117,.15917237,0
MOZ,CHL,.75232041,.25145379,.27452117,0
MOZ,CHN,.99896592,.0050558997,.0014905652,0
MOZ,CIV,.79125583,.056143466,.065058358,0
MOZ,CMR,.86485678,.081750266,.078270666,0
MOZ,COD,.68012846,.06357725,.075855538,0
MOZ,COG,.78328991,.10508821,.12156619,0
MOZ,COK,.97781897,.06869527,.041428339,0
MOZ,COL,.7373758,.26072749,.28879976,0
MOZ,COM,.58752555,.052336093,.059455823,0
MOZ,CPV,.85327607,.14660734,.14699623,1
MOZ,CRI,.74619961,.25529489,.28029457,0
MOZ,CUB,.72751224,.26668072,.29825488,0
MOZ,CUW,.97760582,.050112296,.027767001,0
MOZ,CXR,.97913057,.065436609,.038822353,0
MOZ,CYM,.94601852,.14476858,.092172019,0
MOZ,CYP,.95089602,.084503733,.092348836,0
MOZ,CZE,.95420802,.069388948,.074243903,0
MOZ,DEU,.94158983,.10808933,.090730079,0
MOZ,DJI,.93376511,.080150433,.089524448,0
MOZ,DMA,.96728402,.084150225,.055968821,0
MOZ,DNK,.95010358,.10597903,.088666722,0
MOZ,DOM,.7437706,.2535007,.28128815,0
MOZ,DZA,.9689914,.042468317,.04232211,0
MOZ,ECU,.74983811,.245372,.27408382,0
MOZ,EGY,.99058586,.028290628,.016243935,0
MOZ,ERI,1,.0032348423,0,0
MOZ,ESH,.95751846,.052065633,.056046702,0
MOZ,ESP,.77500653,.23021953,.24255526,0
MOZ,EST,.96960062,.061028197,.055983156,0
MOZ,ETH,.98051381,.0023475876,.00015420516,0
MOZ,FIN,.96676409,.084131144,.058432415,0
MOZ,FJI,.97728461,.029694829,.017520461,0
MOZ,FLK,.95371944,.14333232,.086440012,0
MOZ,FRA,.85076118,.19104981,.20091076,0
MOZ,FRO,.9539997,.042825636,.077877834,0
MOZ,FSM,.98361713,.050959051,.03059894,0
MOZ,GAB,.7193411,.1371152,.16292919,0
MOZ,GBR,.92012447,.15161389,.1198374,0
MOZ,GEO,.98130816,.033238098,.034494098,0
MOZ,GGY,.95318824,.14282955,.08613681,0
MOZ,GHA,.80062288,.046461184,.029270731,0
MOZ,GIB,.87567997,.17923357,.15708448,0
MOZ,GIN,.88543719,.054020483,.06387651,0
MOZ,GLP,.90858948,.10965359,.12345738,0
MOZ,GMB,.89085048,.044913389,.049436301,0
MOZ,GNB,.90785903,.039837759,.040501405,1
MOZ,GNQ,.72558862,.16500941,.18552785,0
MOZ,GRC,.94514805,.082591876,.10021229,0
MOZ,GRD,.99766803,.0071670595,.0043222681,0
MOZ,GRL,.99553132,.014783949,.008781842,0
MOZ,GTM,.78008544,.21521324,.24069968,0
MOZ,GUF,.89916867,.11826254,.13122295,0
MOZ,GUM,.949709,.096659079,.069049656,0
MOZ,GUY,.9929179,.019846817,.012140886,0
MOZ,HKG,.98683918,.040425256,.023563923,0
MOZ,HND,.73038065,.26419255,.29522333,0
MOZ,HRV,.86232823,.098346539,.10657036,0
MOZ,HTI,.93983084,.095199361,.081278697,0
MOZ,HUN,.97946942,.057132442,.033108335,0
MOZ,IDN,.99994236,.017895032,.000056365177,0
MOZ,IMN,.95376301,.14084463,.086020544,0
MOZ,IND,.94945353,.040941291,.069841057,0
MOZ,IOT,.95371944,.14333232,.086440012,0
MOZ,IRL,.93839812,.1326976,.10401281,0
MOZ,IRN,.96324253,.00022931979,.052282631,0
MOZ,IRQ,.98800051,.027292544,.018812541,0
MOZ,ISL,.95390397,.10370461,.086181261,0
MOZ,ISR,.97494256,.057941932,.041366015,0
MOZ,ITA,.84743178,.14790322,.23526324,0
MOZ,JAM,.99582046,.0088782227,.0086201727,0
MOZ,JEY,.93766797,.15006851,.096756227,0
MOZ,JOR,.99207354,.027832842,.014804727,0
MOZ,JPN,.99511993,.05200636,.0080705192,0
MOZ,KAZ,.97359502,.045442324,.049173538,0
MOZ,KEN,.77529013,.058201175,.048958246,0
MOZ,KGZ,.98457325,.027094718,.02882155,0
MOZ,KHM,.9880504,.033558615,.020021426,0
MOZ,KIR,.98878503,.0360795,.0209466,0
MOZ,KNA,.99803817,.0035520841,.0052587539,0
MOZ,KOR,.99050432,.035751164,.016951786,0
MOZ,KWT,.99380195,.010124471,.015153153,0
MOZ,LAO,.99458539,.0095752701,.0072948784,0
MOZ,LBN,.95944101,.062496148,.058369089,0
MOZ,LBR,.89177012,.00086989527,.0012147848,0
MOZ,LBY,.9977653,.0056815073,.0010204588,0
MOZ,LCA,.9844988,.039372064,.029106326,0
MOZ,LIE,.96146542,.0041555371,.082635663,0
MOZ,LKA,.96672577,.035600297,.016008252,0
MOZ,LSO,.59359735,.034223236,.057643335,0
MOZ,LTU,.95304942,.059561882,.081384562,0
MOZ,LUX,.89479345,.14309096,.13247105,0
MOZ,LVA,.95325321,.053902563,.071758389,0
MOZ,MAC,.98535776,.034081753,.021895124,0
MOZ,MAF,.97103512,.054785557,.043310899,0
MOZ,MAR,.96359855,.050118964,.04919393,0
MOZ,MCO,.80959046,.18363895,.26441589,0
MOZ,MDA,.90125883,.12686412,.2081963,0
MOZ,MDG,.94073665,.068963304,.078786053,0
MOZ,MDV,.95850211,.0030118437,0,0
MOZ,MEX,.75040734,.24923752,.2750071,0
MOZ,MHL,.97474861,.078204297,.047162991,0
MOZ,MKD,.94494206,.038048416,.07714206,0
MOZ,MLI,.91298145,.031181445,.035793953,0
MOZ,MLT,.93627828,.11298025,.11260174,0
MOZ,MMR,.99879146,.0041315164,.0010054368,0
MOZ,MNE,.85264343,.041433636,.049414489,0
MOZ,MNG,.98744255,.017746346,.023406809,0
MOZ,MNP,.97249413,.093433641,.051333744,0
MOZ,MOZ,.55275565,.15001537,.15375851,1
MOZ,MRT,.97536403,.023823934,.023305163,0
MOZ,MSR,.99884546,.0035424337,.0021363501,0
MOZ,MTQ,.90967309,.10718809,.12199701,0
MOZ,MUS,.91166842,.10836911,.11853373,0
MOZ,MWI,.53224987,.022797117,.020907927,0
MOZ,MYS,.98798543,.034026705,.021120973,0
MOZ,MYT,.70277703,.093753032,.13328472,0
MOZ,NAM,.70080477,.029688422,.026520999,0
MOZ,NCL,.85448813,.17277594,.19655883,0
MOZ,NER,.9702,.024415996,.026479991,0
MOZ,NFK,.97606581,.074389562,.044690076,0
MOZ,NGA,.89754599,.021390043,.016904926,0
MOZ,NIC,.73188728,.26249459,.29349524,0
MOZ,NIU,.98411942,.049182657,.029660789,0
MOZ,NLD,.9451257,.10896079,.088505253,0
MOZ,NOR,.95357859,.068400174,.099655986,0
MOZ,NPL,.96319097,.001051254,.0013882051,0
MOZ,NRU,.97641039,.07334692,.044059228,0
MOZ,NZL,.95383084,.12395713,.079977743,0
MOZ,OMN,.98944777,.0074735559,.0098037645,0
MOZ,PAK,.91923565,.045785792,.023389915,0
MOZ,PAN,.77387756,.22797999,.25097162,0
MOZ,PCN,.99998593,.00059168012,0,0
MOZ,PER,.76224965,.23268895,.26022539,0
MOZ,PHL,.98567039,.059627477,.026198575,0
MOZ,PLW,.97294325,.085807815,.050534938,0
MOZ,PNG,.99605346,.019141346,.0073445127,0
MOZ,POL,.95283169,.082458511,.087533712,0
MOZ,PRI,.80057305,.22712556,.23003694,0
MOZ,PRK,.99892706,.011093313,.0010689084,0
MOZ,PRT,.74227703,.27936053,.27751261,1
MOZ,PRY,.85543358,.14181703,.15811917,0
MOZ,PSE,.99998313,.0054891347,.000030035264,0
MOZ,PYF,.8436299,.18558657,.21122667,0
MOZ,QAT,.98839062,.012999232,.010599359,0
MOZ,REU,.87650651,.13014248,.15011981,0
MOZ,ROU,.88044912,.16426277,.23445135,0
MOZ,RUS,.95721442,.06121346,.078934692,0
MOZ,RWA,.59680635,.031708386,.070515059,0
MOZ,SAU,.98937351,.0075112246,.0059313369,0
MOZ,SDN,.99854243,.0034350329,.000026189949,0
MOZ,SEN,.86411649,.029106285,.032448675,0
MOZ,SGP,.980838,.053940397,.033093654,0
MOZ,SHN,.95371944,.14333232,.086440012,0
MOZ,SLB,.99050468,.029389199,.017712159,0
MOZ,SLE,.95131344,.011220626,.0067361034,0
MOZ,SLV,.72699368,.26735619,.29888493,0
MOZ,SMR,.82310855,.15985548,.31625712,0
MOZ,SOM,.99134129,.003407167,.0013234988,0
MOZ,SPM,.80205458,.23492941,.26738685,0
MOZ,SRB,.83981967,.014728245,.028102579,0
MOZ,SSD,.98498768,.0017988856,.000014275727,0
MOZ,STP,.75667691,.25092348,.25412309,1
MOZ,SUR,.97846478,.042073961,.027784409,0
MOZ,SVK,.9552058,.061542578,.077361807,0
MOZ,SVN,.85072851,.082520805,.083456248,0
MOZ,SWE,.94662219,.10820185,.094351225,0
MOZ,SWZ,.54277062,.012512955,.059471387,0
MOZ,SXM,.95077294,.071920082,.067276828,0
MOZ,SYC,.93116462,.099416934,.097769164,0
MOZ,SYR,.99796945,.0052138125,.0043148114,0
MOZ,TCA,.99069411,.019868499,.011650939,0
MOZ,TCD,.95842218,.037137561,.041475695,0
MOZ,TGO,.79574472,.079149984,.090035193,0
MOZ,THA,.99109143,.035337545,.015895484,0
MOZ,TJK,.96439457,.013100496,.074542314,0
MOZ,TKL,.98473108,.047306444,.028518321,0
MOZ,TKM,.99027491,.015758937,.014818111,0
MOZ,TLS,.98924923,.013081322,.011164642,1
MOZ,TON,.98900282,.035849273,.020539897,0
MOZ,TTO,.94382417,.1415887,.092718787,0
MOZ,TUN,.95521897,.06015294,.061468784,0
MOZ,TUR,.99495876,.017448008,.010239254,0
MOZ,TUV,.99660325,.010538003,.0063442211,0
MOZ,TWN,.99947363,.0036665604,.00061987125,0
MOZ,TZA,.56665409,.010202968,.049804743,0
MOZ,UGA,.77197921,.057343919,.057010558,0
MOZ,UKR,.9534108,.060483824,.090347461,0
MOZ,URY,.77315164,.23888911,.25456253,0
MOZ,USA,.9197017,.15450856,.11561482,0
MOZ,UZB,.98531353,.019206779,.027734449,0
MOZ,VAT,.82806754,.17886896,.31809363,0
MOZ,VCT,.99697518,.0045799431,.0087168803,0
MOZ,VEN,.73107803,.26331857,.29422364,0
MOZ,VGB,.95985579,.051534019,.048403598,0
MOZ,VIR,.94342101,.097688273,.079450645,0
MOZ,VNM,.99855852,.010465729,.0019440199,0
MOZ,VUT,.95262718,.077262618,.069568351,0
MOZ,WLF,.91128606,.1052892,.11983577,0
MOZ,WSM,.98088014,.05991026,.035710961,0
MOZ,YEM,.99733734,.011477615,.0053064092,0
MOZ,ZAF,.63569415,.039875038,.040880822,0
MOZ,ZMB,.62900686,.038290724,.045600958,0
MOZ,ZWE,.61924642,.037123289,.031949542,0
MRT,ABW,.97870702,.038948361,.029111359,0
MRT,AFG,.99105853,.0026271811,.011731161,0
MRT,AGO,.97035164,.032864165,.032149952,0
MRT,AIA,.98426682,.0018840185,.00093826262,0
MRT,ALA,.9908399,.022035707,.022671187,0
MRT,ALB,.9860937,.001732407,.01806603,0
MRT,AND,.94210947,.072659925,.067183398,1
MRT,ARE,.69449407,.071067266,.12948158,1
MRT,ARG,.95597321,.059475847,.054618105,0
MRT,ARM,.98778594,.014934015,.02118222,0
MRT,ASM,.99447012,.025089128,.01216575,0
MRT,ATG,.98490083,.0079434747,.0039559403,0
MRT,AUS,.97462833,.042329047,.026224479,0
MRT,AUT,.96949697,.028200135,.019405244,0
MRT,AZE,.99638999,.0075383075,.0064608459,0
MRT,BDI,.98232424,.0077927965,.0071729152,1
MRT,BEL,.94968301,.053073559,.04300246,1
MRT,BEN,.95959818,.023290392,.024582338,1
MRT,BES,.98968512,.018252162,.010149397,0
MRT,BFA,.96923381,.019411728,.01803604,1
MRT,BGD,.99024493,.015231453,.01719893,0
MRT,BGR,.69665444,.026706234,.021201275,0
MRT,BHR,.48947501,.11680654,.13721029,1
MRT,BHS,.98517871,.0051727258,.0022522213,0
MRT,BIH,.4099268,.0045125624,.014405754,0
MRT,BLM,.9249168,.082944237,.075249776,1
MRT,BLR,.98915797,.023464857,.021211283,0
MRT,BLZ,.97394919,.040742684,.031471174,0
MRT,BMU,.98771292,.048833128,.025515797,0
MRT,BOL,.96003348,.050573327,.048916064,0
MRT,BRA,.95106596,.066134408,.064545587,0
MRT,BRB,.98479325,.0067677391,.0033704108,0
MRT,BRN,.99681556,.014324551,.0069295075,0
MRT,BTN,.99905992,.00071943016,.0004819179,0
MRT,BWA,.98888338,.019819206,.006979208,0
MRT,CAF,.97249091,.014091509,.013004252,1
MRT,CAN,.95991027,.051839683,.039193098,1
MRT,CCK,.99727631,.012032027,.0059920861,0
MRT,CHE,.95462257,.048028208,.047150463,1
MRT,CHL,.95464599,.060350928,.056331757,0
MRT,CHN,.99969566,.0030962913,.0002515252,0
MRT,CIV,.96136814,.022765337,.023274127,1
MRT,CMR,.96072501,.031287923,.025173023,1
MRT,COD,.96946353,.02613076,.023432903,1
MRT,COG,.95731574,.042832956,.039031085,1
MRT,COK,.99477845,.023066489,.011487374,0
MRT,COL,.95213604,.061685905,.058901835,0
MRT,COM,.97217071,.020794168,.018941652,1
MRT,CPV,.97869503,.029530982,.028894907,0
MRT,CRI,.95322269,.060899001,.057508022,0
MRT,CUB,.94938719,.062539294,.061062403,0
MRT,CUW,.99577397,.013116658,.0059316298,0
MRT,CXR,.99512839,.02248461,.010717552,0
MRT,CYM,.98789883,.047524959,.02464647,0
MRT,CYP,.97820687,.032673258,.025826542,0
MRT,CZE,.98840749,.025103044,.018098587,0
MRT,DEU,.97330791,.037902705,.027513636,0
MRT,DJI,.7755034,.05583581,.052258909,1
MRT,DMA,.99024689,.029296622,.016170742,0
MRT,DNK,.98418027,.035536513,.027142633,0
MRT,DOM,.95260465,.060439743,.057630379,0
MRT,DZA,.45106715,.13315648,.13497478,1
MRT,ECU,.9545384,.057626791,.055690944,0
MRT,EGY,.40522578,.12096994,.22534612,1
MRT,ERI,.60814577,.092668392,.19783421,1
MRT,ESH,.44321519,.31238711,.31625861,1
MRT,ESP,.9473545,.058206562,.05205984,0
MRT,EST,.99258834,.021401482,.013959824,0
MRT,ETH,.80590236,.0033618917,.074975803,0
MRT,FIN,.98874259,.029737534,.017217861,0
MRT,FJI,.9946937,.010183815,.0048570144,0
MRT,FLK,.98910528,.048128109,.023968345,0
MRT,FRA,.92615211,.071533039,.063452594,1
MRT,FRO,.98916501,.016332991,.024005799,0
MRT,FSM,.9961434,.017115038,.0084845657,0
MRT,GAB,.94204521,.055884276,.051895697,1
MRT,GBR,.97415304,.052051824,.034167044,0
MRT,GEO,.9953146,.014955867,.0078854393,0
MRT,GGY,.98886555,.047959294,.023884272,1
MRT,GHA,.98540527,.015781952,.0087538157,0
MRT,GIB,.9355284,.050626576,.035640966,0
MRT,GIN,.9618572,.022059808,.020487474,1
MRT,GLP,.95975775,.044659659,.040242258,1
MRT,GMB,.95284355,.031597562,.030128606,0
MRT,GNB,.98015034,.0152529,.014813904,0
MRT,GNQ,.9560445,.045400098,.04367777,0
MRT,GRC,.98234469,.031123931,.026985005,0
MRT,GRD,.98436987,.0024065545,.0011984914,0
MRT,GRL,.99894094,.0058212876,.0027695801,0
MRT,GTM,.96009082,.050460838,.048847143,0
MRT,GUF,.95518726,.046145692,.04241702,1
MRT,GUM,.98990244,.029455403,.016525909,0
MRT,GUY,.98512471,.0066910451,.0033089777,0
MRT,HKG,.9970265,.014382614,.0063738632,0
MRT,HND,.94869864,.061995693,.061019864,0
MRT,HRV,.71232033,.034231156,.02613339,0
MRT,HTI,.97328585,.039730977,.02659883,1
MRT,HUN,.98992378,.02264154,.0091424817,0
MRT,IDN,.99935645,.015127029,.00024715721,0
MRT,IMN,.98911595,.047314834,.023736371,0
MRT,IND,.98814803,.020586358,.016432172,0
MRT,IOT,.98910528,.048128109,.023968345,0
MRT,IRL,.98238093,.045466311,.028663566,0
MRT,IRN,.98684716,.00018834032,.016625585,0
MRT,IRQ,.49328202,.13887727,.19330667,1
MRT,ISL,.98914731,.035154514,.024867307,0
MRT,ISR,.64186162,.053026091,.14862244,1
MRT,ITA,.95441025,.046695534,.055646647,0
MRT,JAM,.9786275,.0045436961,.0043575852,0
MRT,JEY,.98619902,.04828788,.025562845,1
MRT,JOR,.41772819,.11463359,.24198616,1
MRT,JPN,.99892807,.021093782,.0021570583,0
MRT,KAZ,.99368215,.019782459,.011409368,0
MRT,KEN,.98400813,.019737985,.0098414682,0
MRT,KGZ,.99637622,.013793203,.0065580965,0
MRT,KHM,.99630642,.014143132,.0058327122,0
MRT,KIR,.99735993,.012982758,.005808136,0
MRT,KNA,.98431361,.0015539823,.0012486764,0
MRT,KOR,.99769288,.014162241,.0047371844,0
MRT,KWT,.41162157,.13649969,.24746315,1
MRT,LAO,.99758542,.0053036707,.0023745338,0
MRT,LBN,.51114017,.12644546,.23197162,1
MRT,LBR,.96909046,.00029349042,.0022784332,0
MRT,LBY,.31303617,.16055775,.18268578,1
MRT,LCA,.99573189,.013876458,.0080435835,0
MRT,LIE,.99083543,.0025462499,.020924652,0
MRT,LKA,.99221939,.014263796,.0044245631,0
MRT,LSO,.98871076,.013133098,.0045628599,0
MRT,LTU,.98860902,.021028638,.02084793,0
MRT,LUX,.95702189,.051434573,.039986048,1
MRT,LVA,.98884553,.018785542,.019164927,0
MRT,MAC,.9971875,.01148541,.0054506143,0
MRT,MAF,.98108876,.020708611,.013379458,1
MRT,MAR,.4884817,.11982999,.12365945,1
MRT,MCO,.92965227,.071163364,.076661177,1
MRT,MDA,.97035176,.04082739,.04711939,0
MRT,MDG,.97282112,.028105143,.025631029,1
MRT,MDV,.99031579,.0014691787,0,0
MRT,MEX,.95462132,.059188865,.056118444,0
MRT,MHL,.99405569,.026259432,.013077495,0
MRT,MKD,.62714165,.01629426,.020418229,0
MRT,MLI,.96484423,.019129433,.018439109,1
MRT,MLT,.72287697,.047110971,.12464299,0
MRT,MMR,.99924904,.0027179983,.0001969802,0
MRT,MNE,.6561352,.014298245,.012196071,0
MRT,MNG,.99705178,.0066891657,.0053113839,0
MRT,MNP,.9935286,.0315613,.014228364,0
MRT,MOZ,.97536403,.023823936,.023305163,0
MRT,MRT,.36066499,.36402529,.36412719,1
MRT,MSR,.98419416,.001189478,.00059237354,0
MRT,MTQ,.96023375,.043655422,.039766237,1
MRT,MUS,.96291816,.043595891,.037973598,1
MRT,MWI,.9885577,.0022791247,.0012047426,0
MRT,MYS,.99696583,.011804708,.0058746729,0
MRT,MYT,.96000618,.038133428,.034736186,1
MRT,NAM,.99045789,.010124525,.0055364231,0
MRT,NCL,.93592954,.070396468,.064070463,1
MRT,NER,.90031612,.011742275,.039966062,1
MRT,NFK,.99436736,.024954643,.012391797,0
MRT,NGA,.96302593,.0076799481,.011798229,0
MRT,NIC,.9513613,.06156642,.059537247,0
MRT,NIU,.9962616,.016514547,.0082244324,0
MRT,NLD,.97458136,.037894715,.025255619,0
MRT,NOR,.9784283,.023240531,.030221896,0
MRT,NPL,.9914431,.00072102784,.00031783018,0
MRT,NRU,.99444687,.024881691,.012216874,0
MRT,NZL,.98664254,.042064451,.022649752,0
MRT,OMN,.43461302,.10595746,.14466372,1
MRT,PAK,.98090208,.02387706,.0063988212,0
MRT,PAN,.95440835,.05488522,.053056616,0
MRT,PCN,1,.00014924249,0,0
MRT,PER,.95688754,.054568168,.052785721,0
MRT,PHL,.99665672,.020271447,.0072058854,0
MRT,PLW,.99363071,.028849119,.014012478,0
MRT,PNG,.99907452,.0073474031,.0020360211,0
MRT,POL,.98831129,.02849024,.021488225,0
MRT,PRI,.96301764,.058018032,.048772935,0
MRT,PRK,.99965996,.0063711209,.00034184314,0
MRT,PRT,.95097458,.067731395,.061654106,0
MRT,PRY,.97391504,.03318866,.032112006,0
MRT,PSE,.29303318,.16737159,.31597355,1
MRT,PYF,.93114901,.075700872,.068850979,1
MRT,QAT,.44892979,.13028948,.23858845,1
MRT,REU,.95100605,.053059202,.048366573,1
MRT,ROU,.96825957,.053312261,.055542201,0
MRT,RUS,.98971069,.022322711,.018209675,0
MRT,RWA,.98477596,.013762693,.0074462206,1
MRT,SAU,.38700506,.14046399,.16089921,1
MRT,SDN,.35423774,.11138312,.11777676,1
MRT,SEN,.95549071,.021954717,.020397605,1
MRT,SGP,.99458063,.01965942,.0093988758,0
MRT,SHN,.98910528,.048128109,.023968345,0
MRT,SLB,.99776787,.0098786838,.0049106968,0
MRT,SLE,.97902203,.0038050706,.0028447746,0
MRT,SLV,.95038265,.062717639,.060701009,0
MRT,SMR,.95682359,.047094293,.069726095,0
MRT,SOM,.74389052,.059775319,.05793044,0
MRT,SPM,.91284239,.095681734,.087157615,1
MRT,SRB,.60417539,.0056368555,.0075372742,0
MRT,SSD,.85216844,.05899113,.059254251,0
MRT,STP,.95668888,.057665847,.054834794,0
MRT,SUR,.98767185,.014619498,.0075025554,0
MRT,SVK,.98878539,.022652583,.019488588,0
MRT,SVN,.6305452,.029560594,.021483138,0
MRT,SWE,.98144841,.03621712,.027356988,0
MRT,SWZ,.98866624,.0037840293,.0018466474,0
MRT,SXM,.98449874,.020905761,.014908819,0
MRT,SYC,.97159731,.038434889,.03102495,1
MRT,SYR,.34365422,.14254697,.28249332,1
MRT,TCA,.98565316,.0066949124,.0026291348,0
MRT,TCD,.81628495,.03547724,.03582764,1
MRT,TGO,.96103454,.032292221,.029611398,1
MRT,THA,.99767244,.013753112,.0044695125,0
MRT,TJK,.99124777,.018061697,.018684715,0
MRT,TKL,.9964056,.015896283,.0079076448,0
MRT,TKM,.99771589,.012436737,.0033932142,0
MRT,TLS,.99839789,.0035976053,.0022648708,0
MRT,TON,.99741119,.012636488,.0056953635,0
MRT,TTO,.98554504,.046201576,.025245903,0
MRT,TUN,.45211124,.13424176,.23957057,1
MRT,TUR,.96248859,.020459775,.016141811,0
MRT,TUV,.9992004,.0035483227,.0017591445,0
MRT,TWN,.9985922,.0026480188,9.6297408e-06,0
MRT,TZA,.98738396,.0032352251,.0018841778,0
MRT,UGA,.98944986,.019407626,.0098034358,0
MRT,UKR,.98804545,.021985713,.020810634,0
MRT,URY,.95707631,.059082452,.053099971,0
MRT,USA,.97957712,.048100848,.029773643,0
MRT,UZB,.99650466,.0079483222,.0063743428,0
MRT,VAT,.95898467,.052692506,.069726095,0
MRT,VCT,.98445004,.0022281171,.0020167781,0
MRT,VEN,.94844294,.061693203,.061003067,0
MRT,VGB,.98046488,.01389827,.010622335,0
MRT,VIR,.97874922,.031185882,.020656213,0
MRT,VNM,.99935162,.0062122564,.00063209172,0
MRT,VUT,.98135471,.029213307,.021695009,1
MRT,WLF,.96093827,.04288204,.039061755,1
MRT,WSM,.99549907,.020390142,.0099020414,0
MRT,YEM,.33491257,.13319211,.22597083,1
MRT,ZAF,.98839206,.014074375,.0064352155,0
MRT,ZMB,.98822671,.011289543,.0058926716,0
MRT,ZWE,.98869735,.012072267,.0058851545,0
MSR,ABW,.92026728,.010690933,.0099377166,1
MSR,AFG,.81808704,.00096569944,.0032443148,0
MSR,AGO,.99810201,.0048955535,.0029416708,0
MSR,AIA,.061925769,.93807423,.93807423,1
MSR,ALA,.99220759,.010233846,.018117385,0
MSR,ALB,.98267138,.00027295898,.0037614806,0
MSR,AND,.99420315,.011853281,.0091845412,0
MSR,ARE,.97239077,.0083348118,.0083537837,1
MSR,ARG,.9937216,.010860248,.0094112009,0
MSR,ARM,.99409717,.0024533428,.0039698048,0
MSR,ASM,.98745537,.012614781,.012544649,1
MSR,ATG,.18160509,.8183949,.8183949,1
